,ID,CourseID,Title,Awarding_Body,School,Credit,skills,Awarding_Body_Short,Course_Area,Course_Area_ID,Awarding_Body_Type
467,468,PROJ I8005 , Games Design Project ,Dundalk Institute of Technology,Computing,Yes,,DKIT,IT,11,IoT
468,469,MMED C8014 , Games Theory and Practice ,Dundalk Institute of Technology,Computing,Yes,,DKIT,IT,11,IoT
469,470,SOCS H8021 , Gender and Social Change ,Dundalk Institute of Technology,Social work and counselling,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
470,471,CULT H8005 , Gendered Governance and Society ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,HR / Recruitment,10,IoT
471,472,No ID Found,Generating Evidence for Healthcare Practice and Improvement,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
472,473,NURS N8219 , Genetic and environmental influences on Intellectual Disability ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
473,474,CULT H2029 ," Genocide, Social Darwinism and Racial Science ",Dundalk Institute of Technology,Humanities,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
474,475,CENG E8007 , Geodetic Surveying and Engineering ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
475,476,CENG E7022 , Geomatic Engineering and 3D Design (Draft) ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
476,477,GERM B8Z09 , German and Cultural Competence ,Dundalk Institute of Technology,"Hotel, restaurant and catering",Yes,,DKIT,Multi-lingual,16,IoT
477,478,57149, German Language and German Speaking Cultures for Tourism,Dundalk Institute of Technology,"Travel, tourism and leisure",Yes,,DKIT,Multi-lingual,16,IoT
478,479,AGRI S9Z09 ," GIS, Data Management and Statistics ",Dundalk Institute of Technology,Crop and livestock production,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
479,480,CULT H8007 , Globalisation and Political Economy ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
480,481,BLDS E7013 , Graphics and Visualisation ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
481,482,AGRI S8Z22 , Grassland and Crop Production ,Dundalk Institute of Technology,Crop and livestock production,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
482,483,HIST H8013 , Great Britain and Britishness since 1945 ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
483,484,NURS N8243 , Grief and Loss in Midwifery Practice ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
484,485,MEDA C8Z33 , Group Project Method and Production ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
485,486,BHVS N8005 , Guiding Young Children's Behaviour and Self Regulation,Dundalk Institute of Technology,Psychology,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
486,487,53597, Habitat and Wildlife Ecology ,Dundalk Institute of Technology,Science,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
487,488,SCIA S8014 , Habitat and Wildlife Ecology ,Dundalk Institute of Technology,Environmental Science,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
488,489,MUSC U8173 , Harmony and Composition ,Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
489,490,HLST N8155 , HDip Midwifery and Women's Health ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
490,491,NURS N8234 , HDip The Complex Neonate ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
491,492,BDLU E7005 , Health and Safety ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
492,493,HLSTS8Z01 , Health and Safety and Academic Skills ,Dundalk Institute of Technology,Science,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
493,494,AGRI S8Z27 , Health and Safety and Farm Placement ,Dundalk Institute of Technology,Crop and livestock production,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
494,495,AGRI S6017 , Health and Safety and Hygiene ,Dundalk Institute of Technology,Food processing,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
495,496,PHAR S8021 , Health and Safety for the (Bio)Pharmaceutical Industry ,Dundalk Institute of Technology,Science,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
496,497,HLST N8149 , Health Policy and Legislation ,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
497,498,HLST N8158 , Health Promotion and Health Surveillance ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
498,499,HLST N8147 , Health Promotion Challenges and Solutions ,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
499,500,NURS N8209 , Health Promotion in Midwifery ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
500,501,SAFT E7001 ," Health, Safety and Environmental ",Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
501,502,HIST N8136 ," Health, the Individual and Society ",Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
502,503,AGRI S8008 , Herd Health and Biosecurity ,Dundalk Institute of Technology,Crop and livestock production,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
503,504,MGMT H8008 , Heritage Management and Entrepreneurship ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
504,505,COMP I8033 , Heterogeneous and Parallel Computing ,Dundalk Institute of Technology,Computing,Yes,,DKIT,IT,11,IoT
505,506,YTWK B7003 , History and Development of Youth Work ,Dundalk Institute of Technology,Social work and counselling,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
506,507,HIST H8001 , History and Historians ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
507,508,MEDA I8020 , Holocaust Film and Popular Culture ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
508,509,57148, Human Resource Management and Management Development ,Dundalk Institute of Technology,"Travel, tourism and leisure",Yes,,DKIT,HR / Recruitment,10,IoT
509,510,HOSP B7036 ," Human Resource Management for Hospitality,Events and Culinary Arts ",Dundalk Institute of Technology,"Hotel, restaurant and catering",Yes,,DKIT,HR / Recruitment,10,IoT
510,511,AGRI S8Z18 , ICT Applications and Research Skills ,Dundalk Institute of Technology,Crop and livestock production,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
511,512,COMD H8005 ," Identities, Communities and Social Boundaries ",Dundalk Institute of Technology,Humanities,Yes,,DKIT,HR / Recruitment,10,IoT
512,513,DESG B7002 , Image Editing and Design Theory ,Dundalk Institute of Technology,Management and administration,Yes,,DKIT,Architecture / Design,3,IoT
513,514,COMP B7006 , Image Editing and Design ,Dundalk Institute of Technology,Business & Administration,Yes,,DKIT,Secreterial / Admin / PA,20,IoT
514,515,CNST E8008 , Infrastructure Planning and Management ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
515,516,ENES B8Z04 , Innovation & New Business Development ,Dundalk Institute of Technology,Management and administration,Yes,,DKIT,Marketing /Market Research,15,IoT
516,517,ENES B8002 , Innovation and Entrepreneurship ,Dundalk Institute of Technology,Management and administration,Yes,,DKIT,Marketing /Market Research,15,IoT
517,518,BUSS B8015 , Innovation and New Product Development ,Dundalk Institute of Technology,Management and administration,Yes,,DKIT,Marketing /Market Research,15,IoT
518,519,ENGR E8037 , Innovation Management ,Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Manufacturing / Engineering,14,IoT
519,520,MRKT B8019 , Innovative Marketing Process and Planning ,Dundalk Institute of Technology,Marketing and advertising,Yes,,DKIT,Marketing /Market Research,15,IoT
520,521,COMM B8006 , Integrated Communications Practice ,Dundalk Institute of Technology,Marketing and advertising,Yes,,DKIT,Marketing /Market Research,15,IoT
521,522,MRKT B7012 , Integrated Marketing Communication ,Dundalk Institute of Technology,Management and administration,Yes,,DKIT,Marketing /Market Research,15,IoT
522,523,No ID Found,Integrated Organisational and Practice Strategies to Manage PMCB,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
523,524,PROJ B8002 , Integrating Project ,Dundalk Institute of Technology,Management and administration,Yes,,DKIT,Education / Training,6,IoT
524,525,NURS N8229 , Intellectual Disability across the Child and Adolescent Lifespan ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
525,526,MEDA C8Z42 X , Interactive Sound and Vision ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
526,527,CULT B7Z06 , Intercultural Studies (Middle East and Africa) ,Dundalk Institute of Technology,Business & Administration,Yes,,DKIT,Secreterial / Admin / PA,20,IoT
527,528,COMP C8098 , Interfacing with Immersive Environments ,Dundalk Institute of Technology,Computing,Yes,,DKIT,IT,11,IoT
528,529,MEDA C8034 , Intermediate Cinematography and Post Part 1 ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
529,530,MEDA C8035 X , Intermediate Cinematography and Post Part 2 ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
530,531,MEDA C8Z28 , Intermediate Sound and Vision ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
531,532,MEDA C8033 , Intermediate TV Studio Production ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
532,533,BUSS B88016 , International Competence and Mandarin ,Dundalk Institute of Technology,Business & Administration,Yes,,DKIT,Secreterial / Admin / PA,20,IoT
533,534,EVNT B8Z01 , International Conference and Events Management ,Dundalk Institute of Technology,"Hotel, restaurant and catering",Yes,,DKIT,Warehouse / Logistics / Shipping,21,IoT
534,535,FILM C8003 ," Intro to Cinematography, Audio and Post ",Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
535,536,ENVR E6006 , Intro to Energy and Renewable Energy ,Dundalk Institute of Technology,Electricity and energy,Yes,,DKIT,Energy / Renewable Energy,7,IoT
536,537,MEDA C8032 , Intro to TV Studio Production ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
537,538,ENGR E6024 , Introduction to Business ,Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Manufacturing / Engineering,14,IoT
538,539,MMED U7001 , Introduction to IMMT ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
539,540,NURS N8126 , Introduction to Intellectual Disability Studies ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
540,541,CULN B7012 ," Introduction to Marketing, Innovation and New Product Development for Culinary Arts ",Dundalk Institute of Technology,"Hotel, restaurant and catering",Yes,,DKIT,Marketing /Market Research,15,IoT
541,542,No ID Found,"Introduction to Music Theory, Aural Skills, Keyboard and Fretboard",Dundalk Institute of Technology,Humanities and Arts,Yes,,DKIT,Architecture / Design,3,IoT
542,543,ARTS C7001 , Introduction to Musical Theatre Studies and Research Skills ,Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
543,544,CULT H8035 , Introduction to Osteology and Advanced Excavations ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
544,545,RESA B6005 , Introduction to Research and Study Skills ,Dundalk Institute of Technology,Foreign languages,Yes,,DKIT,Academic,1,IoT
545,546,ADMN B6005 , Introduction to Sales and Marketing ,Dundalk Institute of Technology,"Hotel, restaurant and catering",Yes,,DKIT,Marketing /Market Research,15,IoT
546,547,CULT H1020 , Introduction to Social and Political Thought ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
547,548,MEDA C8Z24 , Introduction to Sound and Vision ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
548,549,HLST N8131 , Introduction to the Social Sciences of Health and Illness. ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
549,550,VETS S7024 , Introduction to Veterinary Nursing ,Dundalk Institute of Technology,Veterinary,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
550,551,PROG C8Z28 , Introduction to Web Development ,Dundalk Institute of Technology,Computer Science,Yes,,DKIT,IT,11,IoT
551,552,COMP I8028 , IoT Development ,Dundalk Institute of Technology,Computing,Yes,,DKIT,IT,11,IoT
552,553,HIST H7004 , Ireland 1540 1800: Land and Religion,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
553,554,CULT H8026 , Ireland 1800 1921: Success and Failure under the Union,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
554,555,CULT H8013 , Ireland 1912 1932: Revolution and Counter,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
555,556,CULT H1021 , Ireland 1921 98: Modernity and Tradition,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
556,557,CULT H8010 , Ireland: Citizenship and Ethnic Diversity ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
557,558,CULT H8027 , Irish Literature ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
558,559,PLSC H8005 , Irish Protestant Traditions ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
559,560,HOSP B7Z05 , Irish Society and Culture ,Dundalk Institute of Technology,"Hotel, restaurant and catering",Yes,,DKIT,Academic,1,IoT
560,561,MUSC M9009 , Irish Traditional Music ,Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
561,562,MUSC M7001 , Irish Traditional Music Studies ,Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
562,563,CULN B7011 , Kitchen Design and Resource Management ,Dundalk Institute of Technology,"Hotel, restaurant and catering",Yes,,DKIT,Managers / Supervisors,13,IoT
563,564,LAW E8004 , Law ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
564,565,BLDS E7003 , Law and Administration ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
565,566,YTWK B8004 , Law and Policy of Youth Work ,Dundalk Institute of Technology,Social work and counselling,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
566,567,EDUC N8101 , Leadership and Advocacy in the Early Years Sector ,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
567,568,No ID Found,Leadership and Clinical Decision Making for Advanced Practice,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
568,569,EVNT B8Z02 , Leadership and Innovation ,Dundalk Institute of Technology,"Hotel, restaurant and catering",Yes,,DKIT,Managers / Supervisors,13,IoT
569,570,HLST N8148 , Leadership and Innovative Management in Health and Physical Acivity ,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
570,571,MGMT B8022 , Leadership and Management Building ,Dundalk Institute of Technology,Sports,Yes,,DKIT,Managers / Supervisors,13,IoT
571,572,HLST N8159 , Leadership and Mentoring in the Early Years Sector ,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
572,573,NURS N8193 ," Leadership, Management and Quality Initiatives in Intellectual Disability Services ",Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
573,574,PRPF N8006 , Learning for Professional Development ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
574,575,EDUC N7005 , Learning to Learn in ECS ,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
575,576,COMP C8Z14 , Legal and Ethical Issues in Computing ,Dundalk Institute of Technology,Computing,Yes,,DKIT,IT,11,IoT
576,577,LAW B7006 , Legal Compliance and Accountability ,Dundalk Institute of Technology,Business & Administration,Yes,,DKIT,Legal,12,IoT
577,578,ENES E8010X ," Legal, Intellectual Property and Commercialisation ",Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Legal,12,IoT
578,579,ENES E8010 ," Legal, Intellectual Property and Commercialisation ",Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Legal,12,IoT
579,580,CULT H8038 , Literary and Cultural Theory ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
580,581,FREN H8008 , Literature and ideas in the French Enlightenment ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
581,582,CULT H8028 , Literature and Society. ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
582,583,PROJ S8010 , Literature Research Project ,Dundalk Institute of Technology,Science,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
583,584,SPOR H8013 , Load Monitoring in Exercise and Sport ,Dundalk Institute of Technology,Sports,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
584,585,AGRI S6013 , Machine and Process Safety ,Dundalk Institute of Technology,Manufacturing & Processing,Yes,,DKIT,Manufacturing / Engineering,14,IoT
585,586,ACCT B9002 , Management Accounting Decision Making and Control,Dundalk Institute of Technology,Accounting and taxation,Yes,,DKIT,Accountancy / Finance,2,IoT
586,587,57125, Marketing and Consumer Behaviour ,Dundalk Institute of Technology,"Travel, tourism and leisure",Yes,,DKIT,Marketing /Market Research,15,IoT
587,588,57151, Marketing and Digital Media Management ,Dundalk Institute of Technology,"Hotel, restaurant and catering",Yes,,DKIT,Online /Digital Media,17,IoT
588,589,MRKT B7Z05 , Marketing for Hospitality and Events ,Dundalk Institute of Technology,"Hotel, restaurant and catering",Yes,,DKIT,Marketing /Market Research,15,IoT
589,590,MTRL M7008 , Materials and Manufacturing Processes ,Dundalk Institute of Technology,Mechanics and metal work,Yes,,DKIT,Manufacturing / Engineering,14,IoT
590,591,MTRL E8001 , Materials and Resources ,Dundalk Institute of Technology,Mechanics and metal work,Yes,,DKIT,Manufacturing / Engineering,14,IoT
591,592,MATH E8004 , Mathematics 2 ,Dundalk Institute of Technology,Electronics and automation,Yes,,DKIT,Manufacturing / Engineering,14,IoT
592,593,ENGR E6013 , Mathematics and Computer Applications ,Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Manufacturing / Engineering,14,IoT
593,594,MATH S7004 , Mathematics and Computer Applications ,Dundalk Institute of Technology,Veterinary,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
594,595,BLDS E7010 , Measured Surveys 3 ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
595,596,MESU E7001 , Measurement and Estimating ,Dundalk Institute of Technology,Building and civil engineering,Yes,,DKIT,Construction / Engineering,5,IoT
596,597,MEDA C8Z20 , Media and Communication Studies ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
597,598,MEDA C8002 , Media and Communication Studies ,Dundalk Institute of Technology,Sociology and cultural studies,Yes,,DKIT,Online /Digital Media,17,IoT
598,599,MEDA U8Z02 , Media and Society ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
599,600,MEDA C8Z29 , Media and Society 1 ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
600,601,MEDA C8Z37 , Media and Society 2 ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
601,602,MEDA U8002 , Media Discourse and Analysis ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
602,603,MEDA C8Z31 , Media Law and Ethics in the Creative Industries ,Dundalk Institute of Technology,Law,Yes,,DKIT,Legal,12,IoT
603,604,MEDA C8025 , Media Literacy and Analysis ,Dundalk Institute of Technology,Audio-visual techniques and media production,Yes,,DKIT,Online /Digital Media,17,IoT
604,605,MEDA H8003 ," Media, Power and Politics ",Dundalk Institute of Technology,Humanities,Yes,,DKIT,Online /Digital Media,17,IoT
605,606,HIST H8006 , Medieval Ireland ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
606,607,NURS N8199 , Mental Health Across The Life Span ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
607,608,AGRI S8Z17 , Microbiological and Environmental Sciences ,Dundalk Institute of Technology,Crop and livestock production,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
608,609,NURS N8241 , Midwifery 3(b) ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
609,610,NURS N8197 , Mind and Body ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
610,611,SWRD C8033 , Mobile Development ,Dundalk Institute of Technology,Computer Science,Yes,,DKIT,IT,11,IoT
611,612,SWRD C8Z23 , Mobile Development ,Dundalk Institute of Technology,Computer Use,Yes,,DKIT,IT,11,IoT
612,613,SOCS H8016 , Moral and Political Philosophy ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
613,614,COMP C8047 , Moving Image Theory and Practice ,Dundalk Institute of Technology,Humanities and Arts,Yes,,DKIT,Architecture / Design,3,IoT
614,615,PROJ U7004 , Multimedia Project Development ,Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
615,616,MUSC U8192 , Music and Image ,Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
616,617,EDUC N8068 , Music and Movement for Babies and Young Children (Approved) ,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
617,618,MUSC U8185 , Music Education: Theories and Approaches ,Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
618,619,ARTS C7026 , Music Theory and Aural Skills for Musical Theatre ,Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
619,620,PROJ C9002 ," Narrative, Scene Composition and Collaborative Project ",Dundalk Institute of Technology,Computing,Yes,,DKIT,IT,11,IoT
620,621,NURS N8215 , Natural Sciences for General Nursing ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
621,622,No ID Found,Networking Protocols and Management,Dundalk Institute of Technology,Computing,Yes,,DKIT,IT,11,IoT
622,623,NURS N8251 ," Neurological, Endocrine, ENT and Opthalmology Nursing ",Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
623,624,MRKT B7023 , New Product Development ,Dundalk Institute of Technology,Marketing and advertising,Yes,,DKIT,Marketing /Market Research,15,IoT
624,625,MRKT B9004 , New Product Development for Global Markets ,Dundalk Institute of Technology,Marketing and advertising,Yes,,DKIT,Marketing /Market Research,15,IoT
625,626,CULT H8024 , New Social Movements and E activism,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Online /Digital Media,17,IoT
626,627,BUSS B8006 , New Venture Development ,Dundalk Institute of Technology,Marketing and advertising,Yes,,DKIT,Marketing /Market Research,15,IoT
627,628,ENGR E8018 , New Venture Development ,Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Manufacturing / Engineering,14,IoT
628,629,ENES E8002 , New Venture Development 1 ,Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Manufacturing / Engineering,14,IoT
629,630,ENES E8008 , New Venture Development 2 ,Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Manufacturing / Engineering,14,IoT
630,631,SPOR H8015 , New Venture Development for Sport ,Dundalk Institute of Technology,Sports,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
631,632,PLSC H8003 , Northern Ireland Peace Process ,Dundalk Institute of Technology,Humanities,Yes,,DKIT,Academic,1,IoT
632,633,MUSC U 8169 ," Notation, Arranging and Sequencing ",Dundalk Institute of Technology,Humanities and Arts,Yes,,DKIT,Architecture / Design,3,IoT
633,634,MATH E8012 , Numerical Methods and Programming ,Dundalk Institute of Technology,"Engineering, Manufacturing and Construction",Yes,,DKIT,Manufacturing / Engineering,14,IoT
634,635,DK_NNIID_9 , Nursing Health Assessment and Interventions for Persons with an Intellectual Disability ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
635,636,SPOR H8012 , Nutrition For Exercise and Sport ,Dundalk Institute of Technology,Sports,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
636,637,EDUC N8069 , Observation and the Assessment Process in Early Childhood ,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
637,638,NURS N8174 , Older Adult and Palliative Care in Intellectual Disability ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
638,639,NURS N8217 , Older Person and Community Health ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
639,640,NURS N8249 , Oncology and Haematological Nursing ,Dundalk Institute of Technology,Health,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
640,641,PROG C7017 , Operating Systems and Virtualization ,Dundalk Institute of Technology,Computer Science,Yes,,DKIT,IT,11,IoT
641,642,SPOR H7011 ," Organisation, Structure and Development of Sport in Ireland ",Dundalk Institute of Technology,Sports,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
642,643,EDUC N8096 , Outdoor Play and Learning ,Dundalk Institute of Technology,Training for pre-school teachers,Yes,,DKIT,Education / Training,6,IoT
643,644,NURS N8254 , Palliative Care and End of Life Care ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
644,645,ARTS H7033 , Performance Analysis and Criticism ,Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
645,646,53789, Performance Studies Theory and Practice ,Dundalk Institute of Technology,Humanities and Arts,Yes,,DKIT,Architecture / Design,3,IoT
646,647,MUSC U8182 ," Performance Styles Development: Classical, Traditional & Popular ",Dundalk Institute of Technology,Music and performing arts,Yes,,DKIT,Architecture / Design,3,IoT
647,648,NURS N8237 , Person Centred Approaches ,Dundalk Institute of Technology,Nursing and midwifery,Yes,,DKIT,Healthcare / Medical / Nursing,9,IoT
648,649,COMP I8Z01 , Personal and Professional Development ,Dundalk Institute of Technology,Computing,Yes,,DKIT,IT,11,IoT
649,650,PROF H5001 , Personal and Professional Development 5N2985 ,Dundalk Institute of Technology,Basic programmes and qualifications,Yes,,DKIT,Education / Training,6,IoT
650,651,PRPF S7001 , Personal Effectiveness and Team Support ,Dundalk Institute of Technology,Veterinary,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
651,652,PHAR S8018 , Pharmaceutical Analysis and Validation ,Dundalk Institute of Technology,Science,Yes,,DKIT,Pharmaceutical / Science / Agriculture,18,IoT
